invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I140895,C101370,Food & Beverage,2,10.46,08-03-2022,Kanyon
I150996,C101375,Food & Beverage,5,26.15,07-05-2022,Metrocity
I211775,C101377,Food & Beverage,5,26.15,02-02-2023,Forum Istanbul
I332713,C101382,Food & Beverage,2,10.46,07-08-2021,Cevahir AVM
I182503,C101384,Clothing,2,600.16,03-11-2021,Metrocity
I302477,C101386,Souvenir,5,58.65,18-05-2022,Istinye Park
I219338,C101391,Cosmetics,5,203.3,11-07-2021,Mall of Istanbul
I767087,C101393,Clothing,3,900.24,05-12-2022,Metrocity
I103781,C101397,Clothing,3,900.24,25-09-2021,Forum Istanbul
I683539,C101401,Technology,1,1050,06-10-2022,Emaar Square Mall
I805400,C101404,Technology,2,2100,11-03-2021,Kanyon
I103146,C101405,Clothing,1,300.08,23-02-2021,Kanyon
I314689,C101406,Shoes,4,2400.68,19-03-2021,Viaport Outlet
I190179,C101407,Shoes,4,2400.68,16-04-2022,Viaport Outlet
I226185,C101410,Clothing,2,600.16,26-10-2021,Istinye Park
I121868,C101411,Cosmetics,5,203.3,10-09-2021,Mall of Istanbul
I696408,C101412,Clothing,3,900.24,05-09-2022,Emaar Square Mall
I249625,C101413,Clothing,3,900.24,16-01-2023,Mall of Istanbul
I326475,C101414,Cosmetics,4,162.64,08-01-2023,Kanyon
I283536,C101419,Clothing,5,1500.4,18-12-2021,Kanyon
I551100,C101420,Clothing,3,900.24,04-12-2021,Kanyon
I210345,C101422,Toys,3,107.52,05-10-2022,Emaar Square Mall
I269521,C101423,Clothing,3,900.24,06-01-2022,Kanyon
I137398,C101425,Shoes,2,1200.34,12-10-2021,Mall of Istanbul
I256270,C101427,Technology,5,5250,21-02-2023,Mall of Istanbul
I247979,C101428,Shoes,5,3000.85,12-01-2021,Viaport Outlet
I190255,C101429,Clothing,3,900.24,07-06-2022,Mall of Istanbul
I275832,C101432,Shoes,5,3000.85,14-01-2023,Kanyon
I244613,C101433,Food & Beverage,2,10.46,13-03-2021,Cevahir AVM
I715297,C101438,Toys,3,107.52,15-06-2021,Metrocity
I783835,C101451,Clothing,2,600.16,19-11-2022,Metropol AVM
I139773,C101452,Clothing,3,900.24,24-10-2021,Forum Istanbul
I256870,C101466,Clothing,2,600.16,22-01-2021,Kanyon
I476947,C101471,Toys,3,107.52,24-04-2021,Emaar Square Mall
I125807,C101472,Cosmetics,1,40.66,04-07-2021,Mall of Istanbul
I269552,C101475,Food & Beverage,1,5.23,07-03-2022,Forum Istanbul
I111390,C101478,Clothing,4,1200.32,11-03-2021,Metrocity
I863394,C101482,Books,3,45.45,16-01-2021,Metropol AVM
I275815,C101484,Clothing,3,900.24,22-01-2023,Cevahir AVM
I274762,C101489,Clothing,1,300.08,21-01-2023,Metropol AVM
I515958,C101494,Souvenir,2,23.46,22-05-2021,Cevahir AVM
I483733,C101503,Clothing,4,1200.32,24-05-2022,Emaar Square Mall
I702762,C101508,Clothing,4,1200.32,28-07-2022,Mall of Istanbul
I174174,C101509,Toys,3,107.52,01-11-2021,Kanyon
I183292,C101518,Clothing,5,1500.4,26-08-2022,Istinye Park
I153785,C101521,Cosmetics,2,81.32,24-06-2021,Cevahir AVM
I251903,C101522,Food & Beverage,2,10.46,07-12-2021,Viaport Outlet
I177476,C101523,Cosmetics,4,162.64,17-09-2021,Metrocity
I120936,C101525,Souvenir,2,23.46,29-09-2021,Forum Istanbul
I255384,C101526,Toys,2,71.68,29-05-2021,Metrocity
I302575,C101527,Toys,1,35.84,16-03-2021,Metrocity
I877019,C101529,Cosmetics,3,121.98,24-01-2023,Mall of Istanbul
I199232,C101531,Books,3,45.45,30-10-2021,Forum Istanbul
I175742,C101537,Clothing,4,1200.32,23-11-2021,Metrocity
I200294,C101541,Clothing,5,1500.4,20-10-2021,Kanyon
I113422,C101543,Clothing,2,600.16,30-04-2021,Emaar Square Mall
I188150,C101545,Toys,4,143.36,26-03-2022,Kanyon
I221958,C101546,Food & Beverage,1,5.23,03-07-2022,Kanyon
I247747,C101550,Shoes,2,1200.34,11-01-2022,Istinye Park
I251850,C101556,Clothing,3,900.24,02-06-2022,Forum Istanbul
I294472,C101558,Clothing,4,1200.32,19-03-2022,Mall of Istanbul
I317127,C101559,Souvenir,1,11.73,24-07-2021,Kanyon
I142844,C101560,Food & Beverage,4,20.92,24-06-2022,Mall of Istanbul
I245898,C101561,Cosmetics,4,162.64,17-01-2021,Metropol AVM
I220828,C101564,Food & Beverage,4,20.92,09-05-2022,Cevahir AVM
I250797,C101566,Clothing,1,300.08,17-10-2022,Metropol AVM
I198395,C101568,Food & Beverage,1,5.23,14-03-2021,Mall of Istanbul
I255651,C101575,Food & Beverage,1,5.23,25-06-2021,Kanyon
I106061,C101576,Clothing,2,600.16,02-04-2022,Kanyon
I208346,C101579,Cosmetics,3,121.98,03-02-2022,Mall of Istanbul
I206497,C101580,Cosmetics,2,81.32,13-03-2021,Kanyon
I310294,C101584,Clothing,4,1200.32,19-01-2023,Kanyon
I167925,C101594,Food & Beverage,2,10.46,17-09-2021,Mall of Istanbul
I135692,C101595,Clothing,3,900.24,25-04-2022,Mall of Istanbul
I945266,C101600,Food & Beverage,1,5.23,14-07-2021,Viaport Outlet
I595993,C101605,Souvenir,4,46.92,16-01-2021,Metrocity
I243077,C101610,Clothing,4,1200.32,23-02-2021,Mall of Istanbul
I571460,C101612,Books,5,75.75,08-03-2021,Kanyon
I334170,C101618,Shoes,4,2400.68,11-04-2022,Metrocity
I571770,C101624,Clothing,5,1500.4,09-04-2022,Metropol AVM
I157820,C101629,Clothing,1,300.08,28-01-2021,Forum Istanbul
I251018,C101633,Clothing,2,600.16,03-08-2021,Viaport Outlet
I897319,C101640,Cosmetics,1,40.66,25-09-2022,Cevahir AVM
I174449,C101643,Cosmetics,5,203.3,26-01-2023,Metropol AVM
I423150,C101646,Clothing,2,600.16,14-11-2022,Forum Istanbul
I350741,C101647,Souvenir,4,46.92,23-02-2023,Mall of Istanbul
I706798,C101651,Cosmetics,4,162.64,16-12-2022,Kanyon
I141460,C101652,Toys,4,143.36,10-05-2021,Metrocity
I417588,C101654,Toys,1,35.84,05-03-2022,Mall of Istanbul
I229182,C101655,Technology,1,1050,14-07-2021,Istinye Park
I251105,C101656,Clothing,5,1500.4,12-06-2022,Metrocity
I327449,C101657,Toys,2,71.68,10-05-2022,Mall of Istanbul
I319863,C101662,Technology,3,3150,01-06-2022,Mall of Istanbul
I195380,C101663,Toys,1,35.84,07-05-2022,Forum Istanbul
I149543,C101666,Food & Beverage,5,26.15,22-04-2021,Metrocity
I981894,C101667,Technology,5,5250,09-12-2022,Emaar Square Mall
I194880,C101669,Cosmetics,5,203.3,17-04-2021,Metrocity
I162560,C101672,Cosmetics,1,40.66,29-03-2021,Mall of Istanbul
I599090,C101673,Toys,5,179.2,10-08-2021,Metrocity
I253379,C101689,Clothing,3,900.24,18-11-2022,Metrocity
I194688,C101690,Food & Beverage,5,26.15,30-05-2021,Mall of Istanbul
I281474,C101691,Cosmetics,3,121.98,03-03-2022,Metrocity
I423029,C101693,Shoes,3,1800.51,24-03-2021,Metrocity
I185002,C101694,Clothing,1,300.08,02-09-2021,Emaar Square Mall
I273225,C101695,Clothing,5,1500.4,04-07-2021,Mall of Istanbul
I591414,C101697,Clothing,2,600.16,05-02-2023,Istinye Park
I202240,C101709,Books,5,75.75,20-02-2022,Kanyon
I513825,C101710,Cosmetics,3,121.98,26-02-2023,Kanyon
I123466,C101711,Souvenir,5,58.65,25-01-2021,Cevahir AVM
I103989,C101716,Cosmetics,2,81.32,26-08-2022,Metrocity
I155814,C101723,Cosmetics,3,121.98,19-01-2021,Cevahir AVM
I333444,C101725,Cosmetics,1,40.66,09-07-2021,Viaport Outlet
I127094,C101726,Books,4,60.6,19-12-2022,Kanyon
I966203,C101733,Cosmetics,3,121.98,25-02-2022,Metropol AVM
I426970,C101737,Clothing,1,300.08,22-12-2021,Kanyon
I311149,C101742,Food & Beverage,4,20.92,07-04-2021,Zorlu Center
I243087,C101743,Food & Beverage,4,20.92,02-07-2021,Kanyon
I155250,C101744,Food & Beverage,2,10.46,17-07-2022,Mall of Istanbul
I645790,C101746,Clothing,5,1500.4,01-08-2021,Istinye Park
I197017,C101747,Food & Beverage,3,15.69,25-02-2021,Kanyon
I973398,C101751,Cosmetics,2,81.32,30-07-2022,Metrocity
I233014,C101755,Clothing,2,600.16,27-06-2021,Metropol AVM
I321410,C101756,Clothing,4,1200.32,26-09-2021,Mall of Istanbul
I206328,C101757,Food & Beverage,3,15.69,17-04-2022,Mall of Istanbul
I458070,C101758,Clothing,5,1500.4,28-08-2021,Metropol AVM
I289949,C101764,Food & Beverage,1,5.23,23-04-2022,Viaport Outlet
I409189,C101767,Toys,3,107.52,31-01-2021,Kanyon
I447333,C101768,Toys,2,71.68,01-03-2021,Kanyon
I244770,C101770,Food & Beverage,1,5.23,23-06-2021,Zorlu Center
I812488,C101771,Cosmetics,5,203.3,22-03-2022,Istinye Park
I877107,C101773,Food & Beverage,5,26.15,14-09-2022,Forum Istanbul
I375611,C101775,Clothing,5,1500.4,06-01-2021,Cevahir AVM
I210837,C101776,Food & Beverage,3,15.69,31-10-2021,Metrocity
I860983,C101779,Food & Beverage,5,26.15,10-05-2021,Istinye Park
I227748,C101781,Clothing,2,600.16,19-02-2021,Kanyon
I238548,C101786,Toys,4,143.36,24-09-2022,Metrocity
I304492,C101788,Technology,5,5250,15-01-2022,Istinye Park
I129975,C101790,Cosmetics,5,203.3,14-01-2021,Emaar Square Mall
I314543,C101791,Shoes,5,3000.85,05-08-2022,Kanyon
I286321,C101793,Food & Beverage,2,10.46,29-05-2022,Mall of Istanbul
I345354,C101803,Food & Beverage,1,5.23,17-02-2021,Emaar Square Mall
I183790,C101806,Clothing,4,1200.32,12-02-2021,Cevahir AVM
I446901,C101810,Souvenir,1,11.73,12-03-2022,Forum Istanbul
I929475,C101817,Clothing,4,1200.32,19-08-2022,Zorlu Center
I266108,C101818,Clothing,3,900.24,03-11-2022,Metrocity
I193277,C101820,Clothing,5,1500.4,10-02-2023,Kanyon
I235860,C101822,Clothing,2,600.16,25-03-2021,Metrocity
I141833,C101824,Clothing,1,300.08,02-10-2021,Kanyon
I237711,C101833,Books,1,15.15,19-01-2021,Istinye Park
I300635,C101835,Cosmetics,3,121.98,20-08-2022,Viaport Outlet
I216602,C101839,Cosmetics,1,40.66,21-07-2021,Zorlu Center
I247757,C101843,Food & Beverage,4,20.92,30-04-2021,Emaar Square Mall
I708544,C101845,Food & Beverage,2,10.46,02-01-2022,Kanyon
I155559,C101852,Toys,4,143.36,26-10-2021,Mall of Istanbul
I458835,C101853,Cosmetics,5,203.3,17-12-2022,Metrocity
I264781,C101855,Clothing,1,300.08,15-02-2023,Metropol AVM
I213110,C101856,Shoes,3,1800.51,25-01-2021,Istinye Park
I168885,C101863,Shoes,2,1200.34,08-03-2023,Kanyon
I296951,C101866,Clothing,1,300.08,01-05-2021,Mall of Istanbul
I178072,C101871,Clothing,3,900.24,16-12-2022,Metrocity
I206433,C101875,Food & Beverage,1,5.23,07-09-2021,Mall of Istanbul
I289225,C101878,Cosmetics,4,162.64,15-03-2021,Cevahir AVM
I124557,C101882,Food & Beverage,2,10.46,08-08-2022,Metropol AVM
I151305,C101883,Toys,5,179.2,07-02-2022,Metropol AVM
I121859,C101885,Food & Beverage,5,26.15,04-11-2022,Metropol AVM
I791232,C101886,Souvenir,5,58.65,15-07-2022,Mall of Istanbul
I299117,C101893,Cosmetics,3,121.98,09-01-2022,Cevahir AVM
I205094,C101897,Clothing,4,1200.32,09-06-2021,Emaar Square Mall
I478785,C101898,Toys,2,71.68,10-12-2021,Istinye Park
I231823,C101904,Food & Beverage,2,10.46,03-11-2021,Metropol AVM
I522888,C101908,Souvenir,2,23.46,22-01-2022,Zorlu Center
I766455,C101912,Shoes,4,2400.68,27-07-2021,Emaar Square Mall
I254755,C101917,Cosmetics,3,121.98,09-12-2021,Kanyon
I108865,C101919,Shoes,2,1200.34,03-06-2021,Cevahir AVM
I317329,C101921,Clothing,5,1500.4,09-11-2022,Mall of Istanbul
I612554,C101924,Clothing,2,600.16,20-06-2021,Mall of Istanbul
I182860,C101926,Clothing,2,600.16,14-02-2023,Mall of Istanbul
I217430,C101929,Cosmetics,1,40.66,20-02-2022,Mall of Istanbul
I287490,C101932,Toys,5,179.2,21-07-2021,Istinye Park
I142745,C101939,Toys,5,179.2,30-05-2021,Metrocity
I265399,C101941,Toys,2,71.68,19-02-2023,Zorlu Center
I639223,C101946,Shoes,2,1200.34,26-03-2021,Zorlu Center
I197851,C101947,Shoes,5,3000.85,23-12-2022,Metrocity
I259903,C101949,Cosmetics,5,203.3,31-05-2022,Kanyon
I326732,C101953,Toys,5,179.2,28-04-2022,Mall of Istanbul
I101325,C101956,Souvenir,1,11.73,25-02-2021,Mall of Istanbul
I982171,C101957,Toys,5,179.2,02-11-2021,Mall of Istanbul
I232707,C101958,Clothing,3,900.24,16-03-2021,Kanyon
I806558,C101961,Toys,3,107.52,06-01-2023,Kanyon
I250255,C101965,Souvenir,5,58.65,27-02-2023,Metropol AVM
I766634,C101967,Toys,5,179.2,18-11-2022,Forum Istanbul
I196700,C101970,Cosmetics,1,40.66,28-12-2022,Kanyon
I284557,C101989,Souvenir,1,11.73,24-01-2022,Istinye Park
I268128,C101991,Clothing,5,1500.4,11-05-2021,Metropol AVM
I227708,C101995,Clothing,3,900.24,23-12-2021,Mall of Istanbul
I320149,C101996,Technology,4,4200,18-10-2021,Viaport Outlet
I229095,C102001,Cosmetics,1,40.66,04-02-2021,Mall of Istanbul
I310095,C102005,Food & Beverage,1,5.23,26-03-2022,Emaar Square Mall
I134010,C102006,Toys,2,71.68,02-05-2021,Viaport Outlet
I170499,C102007,Cosmetics,3,121.98,06-11-2022,Kanyon
I120183,C102008,Clothing,3,900.24,07-01-2022,Forum Istanbul
I128043,C102009,Technology,4,4200,22-05-2021,Istinye Park
I260237,C102010,Clothing,1,300.08,25-02-2023,Istinye Park
I108080,C102015,Clothing,2,600.16,01-04-2022,Metrocity
I253773,C102021,Cosmetics,5,203.3,11-01-2023,Kanyon
I987785,C102024,Books,4,60.6,04-07-2022,Emaar Square Mall
I207583,C102029,Cosmetics,1,40.66,07-06-2021,Forum Istanbul
I152767,C102030,Souvenir,1,11.73,10-01-2022,Mall of Istanbul
I100885,C102033,Books,5,75.75,01-09-2021,Mall of Istanbul
I948101,C102037,Food & Beverage,3,15.69,22-04-2021,Viaport Outlet
I180820,C102043,Clothing,4,1200.32,04-02-2023,Kanyon
I537517,C102047,Clothing,2,600.16,28-03-2021,Emaar Square Mall
I699439,C102058,Books,3,45.45,27-05-2022,Istinye Park
I872961,C102060,Clothing,4,1200.32,06-01-2022,Viaport Outlet
I263659,C102061,Food & Beverage,5,26.15,01-10-2021,Mall of Istanbul
I164913,C102062,Souvenir,5,58.65,08-01-2021,Zorlu Center
I229982,C102063,Books,2,30.3,13-12-2021,Mall of Istanbul
I248762,C102064,Food & Beverage,3,15.69,29-11-2021,Kanyon
I166001,C102069,Toys,2,71.68,11-09-2022,Istinye Park
I338432,C102084,Shoes,2,1200.34,10-02-2023,Metrocity
I495331,C102085,Souvenir,3,35.19,20-10-2021,Zorlu Center
I170954,C102097,Technology,1,1050,27-04-2021,Kanyon
I160005,C102098,Clothing,3,900.24,18-10-2021,Istinye Park
I687543,C102100,Books,2,30.3,28-12-2022,Kanyon
I110382,C102101,Souvenir,3,35.19,24-09-2021,Viaport Outlet
I123171,C102102,Clothing,4,1200.32,23-11-2021,Kanyon
I113907,C102103,Clothing,5,1500.4,24-09-2022,Kanyon
I135493,C102104,Clothing,4,1200.32,29-07-2022,Metrocity
I204993,C102106,Clothing,4,1200.32,07-10-2021,Mall of Istanbul
I262217,C102108,Souvenir,2,23.46,03-01-2021,Kanyon
I285828,C102113,Souvenir,1,11.73,28-07-2021,Mall of Istanbul
I148582,C102114,Clothing,1,300.08,25-03-2022,Metrocity
I298110,C102117,Technology,3,3150,13-04-2022,Metrocity
I292214,C102123,Souvenir,2,23.46,17-10-2021,Zorlu Center
I109853,C102125,Clothing,3,900.24,28-03-2022,Kanyon
I243617,C102127,Food & Beverage,1,5.23,03-12-2022,Istinye Park
I872018,C102130,Toys,1,35.84,13-02-2022,Mall of Istanbul
I495015,C102131,Clothing,1,300.08,23-02-2022,Mall of Istanbul
I164895,C102134,Souvenir,2,23.46,05-04-2022,Kanyon
I330686,C102136,Clothing,4,1200.32,02-11-2022,Mall of Istanbul
I578594,C102137,Food & Beverage,4,20.92,12-04-2021,Cevahir AVM
I172436,C102138,Food & Beverage,2,10.46,24-04-2022,Mall of Istanbul
I249718,C102139,Toys,5,179.2,12-05-2021,Metropol AVM
I289231,C102146,Food & Beverage,1,5.23,29-06-2022,Metropol AVM
I104526,C102151,Clothing,3,900.24,20-08-2022,Mall of Istanbul
I289169,C102154,Food & Beverage,1,5.23,18-01-2021,Mall of Istanbul
I270737,C102156,Books,5,75.75,12-04-2022,Viaport Outlet
I243390,C102158,Technology,2,2100,07-02-2022,Forum Istanbul
I261388,C102159,Clothing,1,300.08,18-05-2022,Metrocity
I238232,C102162,Cosmetics,3,121.98,27-08-2021,Mall of Istanbul
I829021,C102163,Food & Beverage,4,20.92,21-12-2021,Viaport Outlet
I413576,C102164,Toys,4,143.36,30-09-2022,Kanyon
I185739,C102168,Shoes,5,3000.85,09-11-2022,Mall of Istanbul
I128037,C102174,Technology,1,1050,30-08-2022,Kanyon
I614644,C102175,Cosmetics,1,40.66,27-07-2022,Cevahir AVM
I795079,C102176,Clothing,3,900.24,02-02-2022,Emaar Square Mall
I669802,C102179,Clothing,3,900.24,28-03-2021,Istinye Park
I524998,C102182,Shoes,4,2400.68,20-02-2022,Mall of Istanbul
I127404,C102193,Clothing,5,1500.4,16-02-2022,Emaar Square Mall
I232305,C102200,Food & Beverage,3,15.69,03-09-2022,Metrocity
I820705,C102203,Shoes,4,2400.68,29-08-2021,Cevahir AVM
I232102,C102204,Toys,4,143.36,13-09-2022,Viaport Outlet
I227018,C102212,Technology,2,2100,07-04-2022,Emaar Square Mall
I778623,C102213,Toys,3,107.52,12-08-2022,Mall of Istanbul
I571618,C102217,Books,2,30.3,04-08-2021,Metrocity
I781943,C102224,Souvenir,3,35.19,06-05-2022,Mall of Istanbul
I197759,C102226,Books,1,15.15,09-01-2023,Cevahir AVM
I119489,C102229,Technology,4,4200,13-08-2021,Mall of Istanbul
I309624,C102230,Food & Beverage,1,5.23,10-12-2022,Metropol AVM
I310382,C102234,Clothing,1,300.08,28-01-2022,Mall of Istanbul
I205562,C102238,Clothing,4,1200.32,02-03-2022,Mall of Istanbul
I263051,C102246,Clothing,5,1500.4,20-05-2021,Mall of Istanbul
I318432,C102247,Clothing,3,900.24,07-10-2022,Emaar Square Mall
I110993,C102249,Clothing,4,1200.32,08-09-2021,Istinye Park
I125723,C102250,Food & Beverage,4,20.92,14-08-2022,Mall of Istanbul
I301178,C102255,Clothing,2,600.16,20-01-2023,Kanyon
I129730,C102259,Clothing,2,600.16,13-03-2021,Istinye Park
I204988,C102263,Cosmetics,5,203.3,21-01-2021,Kanyon
I162486,C102265,Clothing,1,300.08,26-11-2022,Mall of Istanbul
I268924,C102266,Clothing,4,1200.32,07-11-2021,Mall of Istanbul
I331961,C102271,Books,2,30.3,04-08-2022,Kanyon
I891495,C102272,Toys,2,71.68,25-12-2021,Zorlu Center
I160370,C102275,Clothing,1,300.08,07-02-2022,Metrocity
I827472,C102277,Food & Beverage,2,10.46,16-01-2021,Viaport Outlet
I134059,C102280,Souvenir,3,35.19,10-04-2022,Cevahir AVM
I282626,C102282,Clothing,3,900.24,07-12-2021,Forum Istanbul
I156037,C102283,Clothing,1,300.08,23-08-2021,Kanyon
I934221,C102285,Food & Beverage,4,20.92,13-04-2022,Kanyon
I197591,C102286,Clothing,5,1500.4,26-04-2021,Istinye Park
I186101,C102287,Clothing,1,300.08,30-10-2022,Kanyon
I263317,C102289,Clothing,3,900.24,23-02-2021,Kanyon
I580037,C102293,Clothing,5,1500.4,11-01-2021,Mall of Istanbul
I265549,C102294,Souvenir,4,46.92,29-09-2022,Mall of Istanbul
I809670,C102297,Clothing,3,900.24,19-10-2022,Kanyon
I322237,C102300,Clothing,1,300.08,23-08-2022,Kanyon
I184289,C102301,Toys,2,71.68,18-09-2022,Metrocity
I540074,C102302,Clothing,1,300.08,16-11-2022,Mall of Istanbul
I123119,C102303,Cosmetics,1,40.66,16-04-2022,Metropol AVM
I275907,C102305,Toys,1,35.84,21-01-2021,Emaar Square Mall
I266642,C102312,Clothing,3,900.24,18-11-2022,Kanyon
I256687,C102313,Cosmetics,2,81.32,09-11-2021,Kanyon
I831208,C102318,Souvenir,1,11.73,08-05-2022,Metrocity
I515432,C102319,Shoes,3,1800.51,08-04-2021,Mall of Istanbul
I244887,C102324,Souvenir,1,11.73,08-01-2022,Mall of Istanbul
I816887,C102327,Cosmetics,2,81.32,04-03-2022,Istinye Park
I330819,C102328,Cosmetics,2,81.32,02-08-2021,Istinye Park
I134281,C102332,Toys,3,107.52,21-06-2022,Mall of Istanbul
I226055,C102341,Clothing,4,1200.32,03-09-2021,Metropol AVM
I340411,C102342,Clothing,2,600.16,05-03-2023,Kanyon
I153532,C102344,Clothing,2,600.16,14-03-2022,Viaport Outlet
I338085,C102346,Toys,3,107.52,18-06-2022,Mall of Istanbul
I959825,C102353,Cosmetics,4,162.64,22-12-2022,Kanyon
I212393,C102354,Clothing,2,600.16,31-05-2022,Kanyon
I226552,C102355,Cosmetics,4,162.64,26-12-2022,Kanyon
I294582,C102357,Souvenir,1,11.73,17-10-2022,Metrocity
I310568,C102358,Toys,1,35.84,29-01-2021,Forum Istanbul
I102721,C102359,Toys,3,107.52,09-07-2022,Metrocity
I214481,C102366,Shoes,5,3000.85,30-08-2022,Istinye Park
I654049,C102369,Clothing,4,1200.32,03-02-2021,Metrocity
I440685,C102371,Shoes,5,3000.85,01-08-2021,Zorlu Center
I305951,C102372,Cosmetics,3,121.98,08-02-2022,Mall of Istanbul
I275372,C102375,Food & Beverage,2,10.46,18-04-2022,Metropol AVM
I720564,C102381,Shoes,2,1200.34,21-05-2021,Metrocity
I122476,C102383,Cosmetics,3,121.98,07-03-2022,Kanyon
I225935,C102398,Clothing,1,300.08,08-04-2022,Mall of Istanbul
I111161,C102403,Clothing,3,900.24,26-08-2021,Kanyon
I274018,C102404,Food & Beverage,5,26.15,04-01-2021,Emaar Square Mall
I256923,C102405,Technology,3,3150,17-06-2022,Cevahir AVM
I131528,C102406,Toys,3,107.52,09-02-2022,Zorlu Center
I202787,C102408,Clothing,2,600.16,03-12-2022,Forum Istanbul
I134304,C102409,Cosmetics,4,162.64,29-06-2021,Metropol AVM
I415720,C102410,Shoes,2,1200.34,31-03-2021,Metrocity
I291888,C102416,Clothing,2,600.16,22-08-2022,Istinye Park
I284540,C102420,Toys,4,143.36,18-01-2021,Emaar Square Mall
I331871,C102425,Shoes,1,600.17,08-06-2022,Metrocity
I572525,C102426,Clothing,3,900.24,30-05-2022,Mall of Istanbul
I716784,C102429,Cosmetics,1,40.66,09-05-2022,Metropol AVM
I165281,C102433,Shoes,1,600.17,06-02-2021,Metropol AVM
I104713,C102441,Cosmetics,3,121.98,17-09-2022,Metropol AVM
I173065,C102447,Shoes,4,2400.68,24-01-2022,Kanyon
I242672,C102449,Clothing,3,900.24,14-05-2021,Mall of Istanbul
I198974,C102454,Clothing,1,300.08,30-11-2022,Emaar Square Mall
I158744,C102455,Toys,2,71.68,06-12-2021,Istinye Park
I184995,C102456,Toys,1,35.84,11-10-2021,Kanyon
I220472,C102459,Clothing,5,1500.4,18-02-2023,Kanyon
I223434,C102460,Clothing,3,900.24,24-10-2022,Metrocity
I199565,C102461,Clothing,3,900.24,31-12-2022,Cevahir AVM
I255765,C102467,Cosmetics,1,40.66,24-08-2022,Mall of Istanbul
I200742,C102468,Clothing,5,1500.4,04-09-2021,Emaar Square Mall
I174164,C102474,Shoes,2,1200.34,14-06-2022,Cevahir AVM
I326144,C102477,Shoes,2,1200.34,25-09-2022,Metrocity
I262573,C102478,Toys,1,35.84,28-01-2023,Cevahir AVM
I359609,C102488,Clothing,1,300.08,01-02-2023,Mall of Istanbul
I318761,C102489,Food & Beverage,4,20.92,29-03-2021,Forum Istanbul
I314416,C102492,Clothing,3,900.24,09-04-2022,Zorlu Center
I878744,C102495,Clothing,4,1200.32,13-09-2021,Viaport Outlet
I256231,C102500,Clothing,5,1500.4,23-07-2021,Metrocity
I115412,C102503,Clothing,5,1500.4,17-10-2022,Mall of Istanbul
I210154,C102506,Clothing,3,900.24,28-06-2021,Kanyon
I297677,C102508,Toys,3,107.52,28-10-2022,Istinye Park
I141078,C102510,Cosmetics,1,40.66,18-06-2021,Mall of Istanbul
I222702,C102511,Clothing,3,900.24,14-05-2021,Cevahir AVM
I159035,C102513,Clothing,4,1200.32,22-04-2022,Istinye Park
I114843,C102515,Shoes,4,2400.68,18-12-2021,Mall of Istanbul
I532520,C102522,Clothing,3,900.24,25-06-2022,Kanyon
I181309,C102524,Food & Beverage,1,5.23,19-05-2021,Metropol AVM
I137613,C102527,Food & Beverage,4,20.92,17-10-2022,Istinye Park
I145046,C102529,Cosmetics,1,40.66,01-09-2021,Forum Istanbul
I201519,C102531,Clothing,1,300.08,13-07-2021,Metrocity
I203664,C102535,Toys,3,107.52,19-09-2021,Kanyon
I450865,C102540,Clothing,5,1500.4,02-05-2021,Mall of Istanbul
I166736,C102542,Cosmetics,5,203.3,01-08-2021,Mall of Istanbul
I158172,C102543,Clothing,4,1200.32,12-11-2022,Emaar Square Mall
I306251,C102544,Cosmetics,4,162.64,18-04-2022,Forum Istanbul
I293383,C102547,Clothing,3,900.24,03-11-2022,Mall of Istanbul
I242592,C102548,Toys,1,35.84,28-04-2022,Mall of Istanbul
